"COD_MUN";"LOG";"LAT";
"50275";"-0,88353971";"41,44445656";
"50276";"-0,85396189";"42,15877628";
"50277";"-1,74079989";"41,29927655";
"50278";"-0,43722946";"41,3736031";
"50279";"-1,60435844";"41,2742201";
"50280";"-1,68714898";"41,82554602";
"50281";"-1,68022696";"41,92670965";
"50282";"-1,72483838";"41,27313209";
"50283";"-1,28722511";"41,16261458";
"50284";"-1,50889888";"41,19509924";
"50285";"-0,65051302";"41,57245852";
"50286";"-1,54894573";"41,32757915";
"50287";"-1,84064913";"41,43547376";
"50288";"-0,82121372";"41,76835375";
"50289";"-1,39221574";"41,07595379";
"50290";"-1,03458954";"41,35327712";
"50291";"-1,04280257";"41,15864639";
"50292";"-1,28727921";"41,19072752";
"50293";"-1,78425942";"41,46318334";
"50294";"-1,32381234";"41,14313846";
"50295";"-1,15326285";"41,21961356";
"50296";"-0,42740838";"41,32911648";
"50297";"-0,87928652";"41,65645655";
"50298";"-0,78671918";"41,86907598";
"50901";"-0,93657238";"42,38756817";
"50902";"-0,77641575";"42,09091716";
"50903";"-0,7705331";"41,68419824";
